時間,縣市,觀測站名,氣溫(℃),最低氣溫(℃),相對溼度(%),風速(m/s),降水量(mm)
2019-02-13,高雄市,苓雅,24.2,20.5,73.0,1.7,0.5
2019-02-14,高雄市,苓雅,23.6,20.6,74.0,2.1,0.0
2019-02-15,高雄市,苓雅,23.4,19.3,76.0,2.1,0.0
2019-02-16,高雄市,苓雅,23.5,21.0,71.0,2.0,0.0
2019-02-17,高雄市,苓雅,21.7,18.7,73.0,3.2,0.0
2019-02-18,高雄市,苓雅,24.0,19.5,70.0,2.8,0.0
2019-02-19,高雄市,苓雅,26.1,23.0,74.0,1.5,0.0
2019-02-20,高雄市,苓雅,25.8,22.8,74.0,1.7,0.0
2019-02-21,高雄市,苓雅,25.4,23.0,71.0,1.9,0.0
2019-02-22,高雄市,苓雅,22.6,19.5,77.0,2.9,0.0
2019-02-23,高雄市,苓雅,21.2,17.5,70.0,2.2,0.0
2019-02-24,高雄市,苓雅,20.8,18.5,72.0,2.3,0.0
2019-02-25,高雄市,苓雅,20.8,17.5,81.0,2.7,3.0
2019-02-26,高雄市,苓雅,22.2,18.5,75.0,2.0,0.0
2019-02-27,高雄市,苓雅,23.2,19.3,73.0,2.0,0.0
2019-02-28,高雄市,苓雅,24.4,21.0,69.0,2.3,0.0
2019-03-01,高雄市,苓雅,22.6,20.1,78.0,2.4,0.0
2019-03-02,高雄市,苓雅,23.5,19.5,79.0,1.9,0.0
2019-03-03,高雄市,苓雅,23.7,21.2,71.0,2.1,0.0
2019-03-04,高雄市,苓雅,22.7,18.7,71.0,2.1,0.0
2019-03-05,高雄市,苓雅,25.1,20.5,62.0,2.8,2.0
2019-03-06,高雄市,苓雅,23.0,20.2,77.0,2.6,1.0
2019-03-07,高雄市,苓雅,19.5,16.7,85.0,2.7,0.0
2019-03-08,高雄市,苓雅,18.6,15.8,86.0,2.1,1.0
2019-03-09,高雄市,苓雅,23.1,19.1,83.0,1.8,9.0
2019-03-10,高雄市,苓雅,22.2,19.3,83.0,2.1,9.5
2019-03-11,高雄市,苓雅,20.5,19.0,86.0,2.1,4.0
2019-03-12,高雄市,苓雅,22.2,18.2,69.0,1.4,0.0
2019-03-13,高雄市,苓雅,23.5,21.5,65.0,1.6,0.0
2019-03-14,高雄市,苓雅,23.3,21.0,66.0,2.4,0.0
2019-03-15,高雄市,苓雅,21.3,19.1,69.0,2.6,0.0
2019-03-16,高雄市,苓雅,23.0,20.2,63.0,1.3,0.0
2019-03-17,高雄市,苓雅,23.9,21.1,59.0,1.5,0.0
2019-03-18,高雄市,苓雅,24.3,21.0,68.0,2.2,0.0
2019-03-19,高雄市,苓雅,25.5,22.7,67.0,1.5,0.0
2019-03-20,高雄市,苓雅,26.0,22.8,73.0,2.0,0.0
2019-03-21,高雄市,苓雅,26.2,23.0,74.0,1.3,0.0
2019-03-22,高雄市,苓雅,26.2,23.3,68.0,2.2,0.0
2019-03-23,高雄市,苓雅,20.8,18.0,86.0,2.5,5.0
2019-03-24,高雄市,苓雅,20.6,17.2,80.0,1.4,0.0
2019-03-25,高雄市,苓雅,23.6,20.0,74.0,2.1,0.0
2019-03-26,高雄市,苓雅,23.4,19.8,74.0,2.7,0.0
2019-03-27,高雄市,苓雅,25.2,21.8,73.0,1.7,0.0
2019-03-28,高雄市,苓雅,26.1,23.7,77.0,1.4,0.0
2019-03-29,高雄市,苓雅,25.9,23.3,77.0,1.7,0.0
2019-03-30,高雄市,苓雅,25.1,22.1,72.0,2.1,0.0
2019-03-31,高雄市,苓雅,24.9,22.2,68.0,2.4,0.0
2019-04-01,高雄市,苓雅,22.4,20.0,68.0,2.5,0.0
2019-04-02,高雄市,苓雅,23.7,19.8,67.0,1.7,0.0
2019-04-03,高雄市,苓雅,24.5,21.6,70.0,2.9,0.0
2019-04-04,高雄市,苓雅,24.4,21.5,74.0,1.8,0.0
2019-04-05,高雄市,苓雅,24.6,22.6,76.0,2.8,0.0
2019-04-06,高雄市,苓雅,25.1,22.7,73.0,1.7,0.0
2019-04-07,高雄市,苓雅,25.8,23.5,72.0,2.2,0.0
2019-04-08,高雄市,苓雅,26.4,23.5,73.0,1.3,0.0
2019-04-09,高雄市,苓雅,27.4,23.5,73.0,1.9,0.0
2019-04-10,高雄市,苓雅,27.2,25.5,75.0,1.7,0.0
2019-04-11,高雄市,苓雅,27.0,24.2,72.0,1.8,0.0
2019-04-12,高雄市,苓雅,25.0,21.8,71.0,2.2,0.0
2019-04-13,高雄市,苓雅,25.9,23.3,69.0,2.1,0.0
2019-04-14,高雄市,苓雅,26.6,24.0,70.0,2.2,0.0
2019-04-15,高雄市,苓雅,25.7,23.5,72.0,1.4,0.0
2019-04-16,高雄市,苓雅,23.8,21.5,83.0,2.2,3.5
2019-04-17,高雄市,苓雅,24.8,21.7,77.0,2.6,0.0
2019-04-18,高雄市,苓雅,26.8,24.0,71.0,1.5,0.0
2019-04-19,高雄市,苓雅,25.2,21.5,83.0,2.2,40.5
2019-04-20,高雄市,苓雅,27.8,22.6,65.0,1.3,0.0
2019-04-21,高雄市,苓雅,26.3,24.5,82.0,1.2,5.0
2019-04-22,高雄市,苓雅,27.7,24.8,80.0,1.7,0.0
2019-04-23,高雄市,苓雅,28.1,26.3,76.0,1.9,0.0
2019-04-24,高雄市,苓雅,28.1,26.2,74.0,1.4,0.0
2019-04-25,高雄市,苓雅,28.2,20.0,66.0,2.0,0.0
2019-04-26,高雄市,苓雅,28.4,25.5,66.0,1.7,0.0
2019-04-27,高雄市,苓雅,27.9,26.1,76.0,1.8,0.0
2019-04-28,高雄市,苓雅,27.8,25.5,74.0,1.4,0.0
2019-04-29,高雄市,苓雅,28.9,25.8,71.0,2.0,0.0
2019-04-30,高雄市,苓雅,28.5,26.3,74.0,1.7,0.5
2019-05-01,高雄市,苓雅,25.5,23.0,89.0,1.3,72.5
2019-05-02,高雄市,苓雅,24.5,21.5,82.0,1.9,2.0
2019-05-03,高雄市,苓雅,24.5,21.7,79.0,1.7,0.0
2019-05-04,高雄市,苓雅,24.1,22.1,82.0,1.4,1.0
2019-05-05,高雄市,苓雅,25.0,23.0,79.0,1.0,1.0
2019-05-06,高雄市,苓雅,23.1,22.0,97.0,1.7,49.5
2019-05-07,高雄市,苓雅,23.6,22.3,94.0,1.4,1.0
2019-05-08,高雄市,苓雅,24.7,21.8,89.0,1.5,0.0
2019-05-09,高雄市,苓雅,26.3,23.3,84.0,1.4,0.0
2019-05-10,高雄市,苓雅,26.8,24.1,85.0,1.9,0.5
2019-05-11,高雄市,苓雅,27.6,24.5,81.0,1.7,0.0
2019-05-12,高雄市,苓雅,28.1,25.7,77.0,1.4,0.0
2019-05-13,高雄市,苓雅,29.0,26.2,68.0,1.8,0.0
2019-05-14,高雄市,苓雅,29.4,26.5,69.0,1.4,0.0
2019-05-15,高雄市,苓雅,28.7,25.6,83.0,1.2,3.5
2019-05-16,高雄市,苓雅,29.2,27.3,79.0,2.3,0.0
2019-05-17,高雄市,苓雅,29.3,27.5,76.0,1.6,0.0
2019-05-18,高雄市,苓雅,29.3,28.1,83.0,2.0,0.5
2019-05-19,高雄市,苓雅,29.6,27.6,81.0,1.6,0.0
2019-05-20,高雄市,苓雅,27.3,22.5,88.0,1.6,55.0
2019-05-21,高雄市,苓雅,25.8,24.7,90.0,1.5,0.0
2019-05-22,高雄市,苓雅,26.2,22.3,79.0,1.5,8.0
2019-05-23,高雄市,苓雅,26.8,23.6,80.0,1.3,1.5
2019-05-24,高雄市,苓雅,26.7,24.1,81.0,1.5,0.5
2019-05-25,高雄市,苓雅,27.6,24.3,75.0,1.6,0.0
2019-05-26,高雄市,苓雅,28.9,25.1,69.0,1.6,0.0
2019-05-27,高雄市,苓雅,28.2,26.1,79.0,1.6,5.5
2019-05-28,高雄市,苓雅,28.5,26.1,80.0,1.6,0.5
2019-05-29,高雄市,苓雅,27.7,25.5,82.0,1.4,9.5
2019-05-30,高雄市,苓雅,28.3,25.5,73.0,1.6,0.0
2019-05-31,高雄市,苓雅,28.6,26.0,76.0,1.6,0.0
2019-06-01,高雄市,苓雅,28.5,25.3,82.0,1.4,12.5
2019-06-02,高雄市,苓雅,29.5,27.0,74.0,1.4,1.0
2019-06-03,高雄市,苓雅,30.3,27.1,67.0,1.5,0.0
2019-06-04,高雄市,苓雅,27.7,26.0,77.0,1.3,7.5
2019-06-05,高雄市,苓雅,29.7,26.0,70.0,1.3,0.0
2019-06-06,高雄市,苓雅,30.7,27.6,73.0,2.9,0.0
2019-06-07,高雄市,苓雅,30.3,28.1,75.0,2.0,0.0
2019-06-08,高雄市,苓雅,30.2,27.5,72.0,1.6,0.0
2019-06-09,高雄市,苓雅,29.9,27.2,69.0,1.7,1.0
2019-06-10,高雄市,苓雅,28.0,24.0,82.0,1.5,40.5
2019-06-11,高雄市,苓雅,26.9,25.0,95.0,1.5,43.5
2019-06-12,高雄市,苓雅,27.7,27.6,91.0,1.0,28.5
2019-06-13,高雄市,苓雅,28.4,25.5,90.0,1.6,14.5
2019-06-14,高雄市,苓雅,27.5,25.2,96.0,1.6,69.0
2019-06-15,高雄市,苓雅,28.8,26.5,85.0,1.5,0.0
2019-06-16,高雄市,苓雅,29.0,26.8,79.0,1.6,2.0
2019-06-17,高雄市,苓雅,30.1,27.2,76.0,2.0,0.0
2019-06-18,高雄市,苓雅,31.1,28.0,70.0,1.8,0.0
2019-06-19,高雄市,苓雅,30.5,28.0,73.0,2.1,0.0
2019-06-20,高雄市,苓雅,30.3,28.3,76.0,2.4,0.0
2019-06-21,高雄市,苓雅,30.3,27.7,75.0,2.2,0.0
2019-06-22,高雄市,苓雅,30.6,27.1,71.0,1.8,0.5
2019-06-23,高雄市,苓雅,28.7,25.2,82.0,1.4,16.5
2019-06-24,高雄市,苓雅,29.1,26.8,74.0,1.1,0.0
2019-06-25,高雄市,苓雅,28.0,23.6,82.0,1.3,62.0
2019-06-26,高雄市,苓雅,26.6,24.5,93.0,1.3,16.5
2019-06-27,高雄市,苓雅,27.5,25.2,94.0,1.3,5.0
2019-06-28,高雄市,苓雅,29.7,26.1,84.0,2.0,2.0
2019-06-29,高雄市,苓雅,29.0,27.5,88.0,1.5,1.5
2019-06-30,高雄市,苓雅,30.4,27.8,78.0,2.9,1.0
2019-07-01,高雄市,苓雅,30.2,27.7,80.0,2.2,16.5
2019-07-02,高雄市,苓雅,27.1,25.0,96.0,2.8,47.0
2019-07-03,高雄市,苓雅,26.7,24.3,97.0,2.2,74.5
2019-07-04,高雄市,苓雅,28.8,25.3,92.0,1.5,3.5
2019-07-05,高雄市,苓雅,27.9,25.5,95.0,1.1,34.0
2019-07-06,高雄市,苓雅,28.8,26.0,92.0,1.5,9.5
2019-07-07,高雄市,苓雅,28.3,26.0,96.0,1.3,15.5
2019-07-08,高雄市,苓雅,27.3,25.2,99.0,1.5,37.5
2019-07-09,高雄市,苓雅,26.9,25.3,100.0,1.6,35.5
2019-07-10,高雄市,苓雅,28.7,24.7,98.0,2.6,29.0
2019-07-11,高雄市,苓雅,26.1,24.3,100.0,1.5,60.5
2019-07-12,高雄市,苓雅,29.4,25.6,93.0,1.7,0.0
2019-07-13,高雄市,苓雅,29.6,26.8,91.0,1.3,8.5
2019-07-14,高雄市,苓雅,30.0,24.3,87.0,1.6,0.0
2019-07-15,高雄市,苓雅,30.4,25.6,85.0,2.0,0.0
2019-07-16,高雄市,苓雅,30.6,29.0,87.0,2.4,0.0
2019-07-17,高雄市,苓雅,30.6,24.3,89.0,1.8,0.0
2019-07-18,高雄市,苓雅,29.6,27.5,92.0,2.0,1.5
2019-07-19,高雄市,苓雅,28.4,29.0,100.0,2.4,178.5
2019-07-20,高雄市,苓雅,30.6,24.3,89.0,1.5,54.0
2019-07-21,高雄市,苓雅,29.6,0.0,92.0,1.3,32.0
2019-07-22,高雄市,苓雅,28.4,0.0,100.0,2.4,0.0
2019-07-23,高雄市,苓雅,30.6,24.3,89.0,1.8,0.0
2019-07-24,高雄市,苓雅,29.6,0.0,92.0,1.5,0.0
2019-07-25,高雄市,苓雅,28.4,17.7,100.0,1.5,0.0
2019-07-26,高雄市,苓雅,30.6,28.6,89.0,1.6,0.0
2019-07-27,高雄市,苓雅,29.6,26.5,92.0,1.4,0.0
2019-07-28,高雄市,苓雅,30.0,27.0,87.5,1.6,4.0
2019-07-29,高雄市,苓雅,30.5,29.7,83.0,2.0,0.5
2019-07-30,高雄市,苓雅,30.5,27.5,82.0,1.5,0.0
2019-07-31,高雄市,苓雅,30.6,28.1,79.0,2.0,0.0
2019-08-01,高雄市,苓雅,29.1,17.3,89.0,1.5,1.0
2019-08-02,高雄市,苓雅,27.8,0.0,95.0,1.5,104.5
2019-08-03,高雄市,苓雅,28.6,25.5,91.0,1.8,0.0
2019-08-04,高雄市,苓雅,29.8,26.5,90.0,1.6,2.5
2019-08-05,高雄市,苓雅,29.9,12.8,87.0,1.5,2.5
2019-08-06,高雄市,苓雅,29.1,25.5,92.0,1.8,2.0
2019-08-07,高雄市,苓雅,28.9,25.0,95.0,1.6,4.5
2019-08-08,高雄市,苓雅,29.8,28.2,81.0,2.1,0.0
2019-08-09,高雄市,苓雅,29.8,27.6,77.0,4.5,0.5
2019-08-10,高雄市,苓雅,30.3,29.7,79.0,2.7,0.0
2019-08-11,高雄市,苓雅,30.2,28.7,79.0,2.1,1.0
2019-08-12,高雄市,苓雅,29.3,26.5,79.0,1.5,8.5
2019-08-13,高雄市,苓雅,27.3,25.0,85.0,1.6,92.5
2019-08-14,高雄市,苓雅,28.4,25.5,83.0,1.4,21.0
2019-08-15,高雄市,苓雅,29.1,26.2,83.0,2.6,30.5
2019-08-16,高雄市,苓雅,27.7,25.7,86.0,1.7,18.5
2019-08-17,高雄市,苓雅,25.8,24.2,92.0,1.5,107.0
2019-08-18,高雄市,苓雅,25.3,25.0,94.0,1.0,112.0
2019-08-19,高雄市,苓雅,25.8,24.8,91.0,1.4,25.0
2019-08-20,高雄市,苓雅,26.1,25.0,89.0,1.4,5.0
2019-08-21,高雄市,苓雅,27.6,24.8,85.0,1.9,12.5
2019-08-22,高雄市,苓雅,29.7,27.1,76.0,1.9,0.0
2019-08-23,高雄市,苓雅,30.0,28.0,76.0,1.7,0.0
2019-08-24,高雄市,苓雅,27.7,24.7,86.0,3.3,74.5
2019-08-25,高雄市,苓雅,27.4,25.1,87.0,3.9,37.0
2019-08-26,高雄市,苓雅,30.3,28.5,71.0,2.8,0.0
2019-08-27,高雄市,苓雅,29.8,27.3,75.0,2.2,0.0
2019-08-28,高雄市,苓雅,30.3,27.6,72.0,1.6,0.0
2019-08-29,高雄市,苓雅,29.8,26.6,75.0,1.5,13.5
2019-08-30,高雄市,苓雅,27.7,25.3,81.0,1.3,3.0
2019-08-31,高雄市,苓雅,29.3,26.1,74.0,1.3,0.0
2019-09-01,高雄市,苓雅,29.5,27.5,77.0,1.3,0.0
2019-09-02,高雄市,苓雅,30.0,27.3,73.0,1.5,1.5
2019-09-03,高雄市,苓雅,29.0,26.7,77.0,1.4,5.5
2019-09-04,高雄市,苓雅,26.5,24.5,89.0,1.0,107.5
2019-09-05,高雄市,苓雅,28.5,26.0,79.0,1.2,7.0
2019-09-06,高雄市,苓雅,28.5,25.5,80.0,1.9,11.0
2019-09-07,高雄市,苓雅,28.6,25.5,79.0,1.2,9.0
2019-09-08,高雄市,苓雅,29.2,27.1,76.0,1.5,1.5
2019-09-09,高雄市,苓雅,29.6,26.7,73.0,1.4,10.5
2019-09-10,高雄市,苓雅,27.2,24.8,83.0,1.6,12.0
2019-09-11,高雄市,苓雅,29.2,25.3,73.0,1.2,0.0
2019-09-12,高雄市,苓雅,29.7,26.6,74.0,1.5,0.0
2019-09-13,高雄市,苓雅,30.1,27.3,71.0,1.4,0.0
2019-09-14,高雄市,苓雅,29.6,25.8,75.0,2.2,8.0
2019-09-15,高雄市,苓雅,28.9,26.0,75.0,1.8,0.5
2019-09-16,高雄市,苓雅,29.0,26.3,75.0,1.5,0.0
2019-09-17,高雄市,苓雅,29.7,27.0,71.0,1.5,0.0
2019-09-18,高雄市,苓雅,29.3,27.0,73.0,2.0,0.0
2019-09-19,高雄市,苓雅,28.3,25.5,70.0,1.8,0.0
2019-09-20,高雄市,苓雅,26.7,24.0,69.0,3.7,0.0
2019-09-21,高雄市,苓雅,26.1,24.1,60.0,4.5,0.0
2019-09-22,高雄市,苓雅,27.3,24.7,64.0,2.7,0.0
2019-09-23,高雄市,苓雅,27.4,25.0,67.0,1.6,0.0
2019-09-24,高雄市,苓雅,27.7,25.0,68.0,1.6,0.0
2019-09-25,高雄市,苓雅,28.1,25.0,65.0,1.5,0.0
2019-09-26,高雄市,苓雅,28.3,26.0,66.0,1.3,0.0
2019-09-27,高雄市,苓雅,28.5,25.7,68.0,1.4,0.0
2019-09-28,高雄市,苓雅,28.9,26.0,71.0,1.6,0.0
2019-09-29,高雄市,苓雅,29.1,26.2,71.0,1.4,0.0
2019-09-30,高雄市,苓雅,28.3,24.7,76.0,2.3,0.0
2019-10-01,高雄市,苓雅,28.1,24.7,72.0,3.4,0.5
2019-10-02,高雄市,苓雅,28.9,26.2,70.0,1.5,0.0
2019-10-03,高雄市,苓雅,28.5,26.5,74.0,1.6,0.0
2019-10-04,高雄市,苓雅,28.2,26.5,70.0,1.8,0.0
2019-10-05,高雄市,苓雅,28.2,26.2,72.0,1.2,0.0
2019-10-06,高雄市,苓雅,28.1,26.7,76.0,1.4,0.5
2019-10-07,高雄市,苓雅,28.5,25.8,72.0,1.7,0.0
2019-10-08,高雄市,苓雅,28.4,26.3,74.0,1.5,0.0
2019-10-09,高雄市,苓雅,28.2,26.1,72.0,1.5,0.5
2019-10-10,高雄市,苓雅,28.1,25.8,74.0,1.4,0.0
2019-10-11,高雄市,苓雅,28.1,26.3,72.0,1.9,0.0
2019-10-12,高雄市,苓雅,27.9,25.0,75.0,1.7,15.0
2019-10-13,高雄市,苓雅,27.7,24.1,76.0,1.4,35.0
2019-10-14,高雄市,苓雅,28.2,26.7,70.0,1.7,0.0
2019-10-15,高雄市,苓雅,27.7,25.8,66.0,1.6,0.0
2019-10-16,高雄市,苓雅,27.2,25.6,66.0,1.5,0.0
2019-10-17,高雄市,苓雅,27.4,24.2,67.0,1.7,0.0
2019-10-18,高雄市,苓雅,26.7,23.8,65.0,1.7,0.0
2019-10-19,高雄市,苓雅,26.8,24.7,66.0,1.7,0.0
2019-10-20,高雄市,苓雅,26.5,24.0,69.0,1.6,0.0
2019-10-21,高雄市,苓雅,26.4,24.4,66.0,1.5,0.0
2019-10-22,高雄市,苓雅,26.5,24.2,64.0,1.7,0.0
2019-10-23,高雄市,苓雅,27.0,24.6,64.0,1.7,0.0
2019-10-24,高雄市,苓雅,27.1,25.0,68.0,1.3,0.0
2019-10-25,高雄市,苓雅,26.9,25.3,71.0,1.5,0.0
2019-10-26,高雄市,苓雅,26.2,24.2,74.0,1.5,1.5
2019-10-27,高雄市,苓雅,26.7,24.0,71.0,1.7,0.0
2019-10-28,高雄市,苓雅,26.1,24.0,75.0,2.4,0.0
2019-10-29,高雄市,苓雅,25.5,22.5,73.0,2.8,0.0
2019-10-30,高雄市,苓雅,26.4,23.2,70.0,1.8,0.0
2019-10-31,高雄市,苓雅,27.1,25.0,72.0,1.4,0.0
2019-11-01,高雄市,苓雅,27.3,25.5,72.0,1.7,0.0
2019-11-02,高雄市,苓雅,26.6,24.0,74.0,2.0,0.0
2019-11-03,高雄市,苓雅,26.5,24.2,76.0,2.2,0.0
2019-11-04,高雄市,苓雅,24.6,23.0,77.0,2.1,1.5
2019-11-05,高雄市,苓雅,25.1,22.0,71.0,1.9,0.0
2019-11-06,高雄市,苓雅,25.2,22.5,70.0,1.8,0.0
2019-11-07,高雄市,苓雅,24.8,22.1,73.0,1.8,0.0
2019-11-08,高雄市,苓雅,24.7,21.3,68.0,2.0,0.0
2019-11-09,高雄市,苓雅,24.3,21.0,66.0,1.6,0.0
2019-11-10,高雄市,苓雅,24.2,22.2,66.0,1.2,0.0
2019-11-11,高雄市,苓雅,24.1,21.5,68.0,1.3,0.0
2019-11-12,高雄市,苓雅,24.7,21.5,63.0,1.3,0.0
2019-11-13,高雄市,苓雅,24.6,22.0,67.0,1.8,0.0
2019-11-14,高雄市,苓雅,24.4,22.0,68.0,1.8,0.0
2019-11-15,高雄市,苓雅,24.1,21.5,67.0,1.5,0.0
2019-11-16,高雄市,苓雅,24.6,22.1,68.0,1.6,0.0
2019-11-17,高雄市,苓雅,25.1,22.0,68.0,2.5,0.0
2019-11-18,高雄市,苓雅,25.4,22.1,70.0,2.5,0.0
2019-11-19,高雄市,苓雅,22.9,20.6,68.0,2.3,0.0
2019-11-20,高雄市,苓雅,23.8,21.3,68.0,1.7,0.0
2019-11-21,高雄市,苓雅,23.5,20.5,71.0,2.3,0.0
2019-11-22,高雄市,苓雅,24.4,20.6,77.0,2.2,0.0
2019-11-23,高雄市,苓雅,25.0,22.8,77.0,1.7,0.0
2019-11-24,高雄市,苓雅,25.3,22.7,77.0,2.0,0.0
2019-11-25,高雄市,苓雅,25.7,23.6,74.0,1.4,0.0
2019-11-26,高雄市,苓雅,24.7,21.7,72.0,1.5,0.0
2019-11-27,高雄市,苓雅,24.4,22.0,74.0,1.7,0.0
2019-11-28,高雄市,苓雅,22.4,19.7,75.0,2.4,0.0
2019-11-29,高雄市,苓雅,22.0,18.5,68.0,1.8,0.0
2019-11-30,高雄市,苓雅,22.5,20.0,72.0,1.8,0.0
2019-12-01,高雄市,苓雅,22.9,19.8,77.0,2.0,0.0
2019-12-02,高雄市,苓雅,20.3,15.8,70.0,3.9,0.0
2019-12-03,高雄市,苓雅,19.4,15.6,64.0,1.8,0.0
2019-12-04,高雄市,苓雅,18.7,16.7,73.0,2.4,0.0
2019-12-05,高雄市,苓雅,16.9,15.3,85.0,3.3,3.0
2019-12-06,高雄市,苓雅,16.5,15.5,92.0,2.8,4.5
2019-12-07,高雄市,苓雅,16.4,14.2,81.0,3.0,0.0
2019-12-08,高雄市,苓雅,18.4,14.5,71.0,1.6,0.0
2019-12-09,高雄市,苓雅,19.8,16.3,63.0,1.4,0.0
2019-12-10,高雄市,苓雅,20.9,17.0,60.0,2.3,0.0
2019-12-11,高雄市,苓雅,20.7,17.1,70.0,2.1,0.0
2019-12-12,高雄市,苓雅,21.2,18.0,71.0,1.6,0.0
2019-12-13,高雄市,苓雅,21.3,17.8,67.0,2.6,0.0
2019-12-14,高雄市,苓雅,22.5,18.5,68.0,1.8,0.0
2019-12-15,高雄市,苓雅,23.1,20.2,72.0,1.0,0.0
2019-12-16,高雄市,苓雅,23.8,20.7,74.0,1.3,0.0
2019-12-17,高雄市,苓雅,24.8,21.3,69.0,1.7,0.0
2019-12-18,高雄市,苓雅,24.2,21.2,73.0,1.9,0.0
2019-12-19,高雄市,苓雅,21.9,19.0,81.0,2.7,0.0
2019-12-20,高雄市,苓雅,20.8,18.7,80.0,2.6,0.0
2019-12-21,高雄市,苓雅,22.1,19.1,80.0,1.9,0.0
2019-12-22,高雄市,苓雅,22.4,19.2,79.0,2.2,0.0
2019-12-23,高雄市,苓雅,22.4,18.5,78.0,2.1,0.0
2019-12-24,高雄市,苓雅,22.4,19.7,78.0,2.1,0.0
2019-12-25,高雄市,苓雅,23.3,20.7,73.0,1.5,0.0
2019-12-26,高雄市,苓雅,23.9,20.0,70.0,2.5,0.0
2019-12-27,高雄市,苓雅,20.1,18.1,71.0,2.5,0.0
2019-12-28,高雄市,苓雅,20.9,18.1,70.0,1.6,3.5
2019-12-29,高雄市,苓雅,20.3,18.7,91.0,1.8,11.0
2019-12-30,高雄市,苓雅,22.2,19.6,80.0,2.7,0.0
2019-12-31,高雄市,苓雅,20.8,18.6,83.0,2.2,0.0
2020-01-01,高雄市,苓雅,20.1,18.0,77.0,2.0,0.0
2020-01-02,高雄市,苓雅,20.2,18.0,79.0,1.8,0.0
2020-01-03,高雄市,苓雅,20.8,18.2,79.0,1.6,0.0
2020-01-04,高雄市,苓雅,21.2,18.5,77.0,1.5,0.0
2020-01-05,高雄市,苓雅,21.2,18.7,79.0,1.7,0.0
2020-01-06,高雄市,苓雅,21.1,17.6,82.0,1.4,0.0
2020-01-07,高雄市,苓雅,22.8,19.5,73.0,1.6,0.0
2020-01-08,高雄市,苓雅,22.8,19.6,70.0,2.1,0.0
2020-01-09,高雄市,苓雅,21.1,17.6,74.0,1.7,0.0
2020-01-10,高雄市,苓雅,21.9,18.7,76.0,1.9,0.0
2020-01-11,高雄市,苓雅,22.2,19.3,73.0,2.0,0.0
2020-01-12,高雄市,苓雅,19.1,17.4,76.0,3.3,0.0
2020-01-13,高雄市,苓雅,19.0,15.7,71.0,2.7,0.0
2020-01-14,高雄市,苓雅,20.3,16.7,71.0,2.5,0.0
2020-01-15,高雄市,苓雅,19.8,16.6,76.0,2.4,0.0
2020-01-16,高雄市,苓雅,21.0,17.3,73.0,2.4,0.0
2020-01-17,高雄市,苓雅,19.2,15.8,78.0,3.6,0.0
2020-01-18,高雄市,苓雅,17.9,14.1,75.0,2.4,0.0
2020-01-19,高雄市,苓雅,18.8,16.5,73.0,2.9,0.0
2020-01-20,高雄市,苓雅,19.3,15.0,74.0,2.3,0.0
2020-01-21,高雄市,苓雅,21.0,16.5,70.0,1.4,0.0
2020-01-22,高雄市,苓雅,23.5,18.0,70.0,1.8,0.0
2020-01-23,高雄市,苓雅,24.7,21.0,70.0,1.6,0.0
2020-01-24,高雄市,苓雅,23.9,20.7,76.0,1.7,0.0
2020-01-25,高雄市,苓雅,22.0,19.3,82.0,1.7,1.0
2020-01-26,高雄市,苓雅,20.6,17.0,87.0,2.6,14.0
2020-01-27,高雄市,苓雅,19.1,16.5,75.0,3.6,1.0
2020-01-28,高雄市,苓雅,16.5,15.0,83.0,2.5,3.5
2020-01-29,高雄市,苓雅,15.9,13.1,69.0,4.1,0.0
2020-01-30,高雄市,苓雅,14.3,11.0,55.0,4.4,0.0
2020-01-31,高雄市,苓雅,15.7,11.2,52.0,1.8,0.0
2020-02-01,高雄市,苓雅,17.8,14.5,58.0,1.7,0.0
2020-02-02,高雄市,苓雅,19.1,14.8,60.0,1.8,0.0
2020-02-03,高雄市,苓雅,19.9,16.8,67.0,1.7,0.0
2020-02-04,高雄市,苓雅,20.0,16.7,72.0,2.2,0.0
2020-02-05,高雄市,苓雅,19.6,17.0,77.0,2.7,0.0
2020-02-06,高雄市,苓雅,19.5,16.0,76.0,2.2,0.0
2020-02-07,高雄市,苓雅,19.6,16.5,81.0,3.4,0.0
2020-02-08,高雄市,苓雅,19.0,15.5,75.0,2.6,0.0
2020-02-09,高雄市,苓雅,18.7,16.0,71.0,2.4,0.0
2020-02-10,高雄市,苓雅,19.5,16.3,70.0,1.8,0.0
2020-02-11,高雄市,苓雅,21.0,18.6,67.0,1.2,0.0
2020-02-12,高雄市,苓雅,24.0,19.5,66.0,2.3,0.0
2020-02-13,高雄市,苓雅,24.5,21.8,76.0,2.2,0.0
2020-02-14,高雄市,苓雅,25.5,22.0,77.0,2.3,0.0
2020-02-15,高雄市,苓雅,26.4,23.0,75.0,2.9,0.0
2020-02-16,高雄市,苓雅,22.9,15.6,76.0,2.6,0.0
2020-02-17,高雄市,苓雅,14.8,11.7,74.0,2.8,1.0
2020-02-18,高雄市,苓雅,17.4,13.2,61.0,1.7,0.0
2020-02-19,高雄市,苓雅,19.0,15.1,67.0,2.0,0.0
2020-02-20,高雄市,苓雅,20.0,16.0,69.0,2.1,0.0
2020-02-21,高雄市,苓雅,20.7,18.1,75.0,2.2,0.0
2020-02-22,高雄市,苓雅,21.4,18.2,76.0,2.0,0.0
2020-02-23,高雄市,苓雅,21.8,19.5,75.0,1.4,0.0
